Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,CBSE,1999,Co-Education,0.4 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Devendra_Public_School_1438_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Devendra_Public_School_1438_Casuals_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Devendra_Public_School_1438_Compound_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Devendra_Public_School_1438_Independence_Day_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Devendra_Public_School_1438_Interschool_Competition_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Devendra_Public_School_1438_Sports_6.jpg']","Z-105, Prem Nagar 2, Narayan Vihar, Kirari Suleman Nagar, North West Delhi, 110086",devendrapublicschool@yahoo.com,http://devendrapublicschool.in/,"9871450845,9013260726",Devendra Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,30:1
Private,CBSE,1970,Co-Education,4.92 Acres,NA,['Smart Classes'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Geeta_Senior_Secondary_School_1971_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Geeta_Senior_Secondary_School_1971_Smartclass_2.jpg']","F-Block, Sultanpuri, North West Delhi, 110086",GEETASENIORSECONDRYSCHOOL@GMAIL.COM,"011-25471458,011-25416915",,Geeta Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,39:1
Private,CBSE,2005,Co-Education,1.5 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Art_and_craft_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Class_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Classroom_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Investiture_Ceremony_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Students_2_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/St_Charles_School_1680_Students_8.jpg']","Samaspur Khalsa, South West Delhi, 110073",st.charlesschool05@gmail.com,http://www.stcharlessamaspur.org/,9717381733,St. Charles School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 10,34:1
Private,CBSE,1990,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Basketball_Court_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Auditorium_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Campus_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Infra_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Investiture_Ceremony_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Kindergarten_Graduation_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Music_Room_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_School_Assembly_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Sports_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Hope_Hall_Foundation_School_1732_Yoga_Day_11.jpg']","Opposite CRPF Camp, Sector 7, RK Puram, South West Delhi, 110022","contact@hhfsdelhi.com,principal@hhfsdelhi.com",https://www.hhfsdelhi.com/,"011-26197629,011-26177628,9560894456",Hope Hall Foundation School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,15:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],[],"B BLK Ph 5 Kirari Extn, Karan Vihar, Sultanpuri, North West Delhi, 110041",9811130337,,,Swami Satyanand Convent School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_1_UA_210215_122159.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210215_122202.jpg']","D-223, Block A, Meer Vihar, Madanpur Dabas, North West Delhi, 110081",7011246676,,,Meer Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1989,Co-Education,1.59 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Vishal_Bharti_Senior_Secondary_School_1559_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishal_Bharti_Senior_Secondary_School_1559_Biology_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishal_Bharti_Senior_Secondary_School_1559_Cultural_Progarmme_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishal_Bharti_Senior_Secondary_School_1559_Chemistry_lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishal_Bharti_Senior_Secondary_School_1559_Computer_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Vishal_Bharti_Senior_Secondary_School_1559_Library_6.jpg']","Opposite D Block, Parwana Road, Sarawati Vihar, Pitampura, North West Delhi, 110034",Vbs.ideas@gmail.com,https://vishalbhartischool.in/,"011-27026750,011-27023377,9354937851",Vishal Bharti Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,LKG - Class 12,20:1
Private,CBSE,1994,Co-Education,0.75 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210502_031532.png', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_1_UA_210502_031543.png']","Rajiv Nagar Extension, Sher Singh Enclave, Sector 22, Rohini, North West Delhi, 110041",sdsarswati@gmail.com,011-27582050,,S.D. Saraswati Bal Mandir,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,34:1
Private,CBSE,1964,Co-Education,1.4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Building2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Cooking_Classes_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Laboratory_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Library_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Park_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Faith_Academy_1064_Seminar_Hall_9.jpg']","John L. Dorsey Road, Prasad Nagar, Central Delhi, 110005","truthful@faithacademy.in,mkanm2002@yahoo.co.in",https://www.faithacademy.in,"011-25715784,011-25748208",Faith Academy,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,21:1
Private,CBSE,NA,Co-Education,1.2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/B_R_Tyagi_Public_School_1408_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/B_R_Tyagi_Public_School_1408_Assembly_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/B_R_Tyagi_Public_School_1408_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/B_R_Tyagi_Public_School_1408_Construction_4.jpg']","Pocket X, V-6, Block B, Phase 2, Budh Vihar, North West Delhi, 110086","brtpsss@rediffmail.com,mayatyagi2@gmail.com","011-27535949,011-27510213",,B.R. Tyagi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,NA
Private,CBSE,1989,Co-Education,3.6 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Taekwondo']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Awards_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Library_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_National_Awards_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Science_Exhibition_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Silver_Medal_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Swimming_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Bal_Bharati_Public_School_1411_Zonal_Competiton_10.jpg']","Sector 14, Rohini, North West Delhi, 110085","bbpsrh@balbharati.org,geeta29nov@yahoo.com",https://bbpsrohini.balbharati.org/,011-27554563,Bal Bharati Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,23:1
Private,NA,2000,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",[],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Parag_Jyoti_Public_School_1915_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Parag_Jyoti_Public_School_1915_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Parag_Jyoti_Public_School_1915_event_1_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Parag_Jyoti_Public_School_1915_sports_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Parag_Jyoti_Public_School_1915_students_2_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Parag_Jyoti_Public_School_1915_students_1_6.jpg']","Kanjhawala Road, Shiv Vihar, Karala, North West Delhi, 110081",https://parag-jyoti-public-school.business.site/,9650670580,,Parag Jyoti Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,32:1
Private,CBSE,1976,Co-Education,3.7 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/Sahoday_Senior_Secondary_School_1102_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Sahoday_Senior_Secondary_School_1102_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Sahoday_Senior_Secondary_School_1102_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Sahoday_Senior_Secondary_School_1102_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Sahoday_Senior_Secondary_School_1102_Laboratory_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Sahoday_Senior_Secondary_School_1102_Outdoor_Games_6.jpg']","C1, Safdarjung Development Area, Hauz Khas, South Delhi, 110016",sahodayschool@yahoo.com,http://www.Sahodayschool.in,011-26512344,Sahoday Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,29:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],['https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210502_200437.jpg'],"Sultanpur Road, VPO, Karala, North West Delhi, 110081",9990640090,,,M.R. Memorial Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1952,Co-Education,1.9 Acres,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Elevators'],[],"['https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Band_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Annual_Day_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Cultural_Performance_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Cheer_Leaders_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Faculty_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Physical_Training_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Jain_Happy_School_1080_Students_Daring_Performance_8.jpg']","Sector-2, Pocket B, DIZ Area, Gole Market, New Delhi, 110001",jainhappyschool@yahoo.com,https://jainhappyschool.com/,"011-23345114,8588931881",Jain Happy School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,21:1
Private,CBSE,1984,Co-Education,1.3 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Celebration_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Dance_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Drama_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Entrance_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Event_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Playground_Activity_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Playing_Chess_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Prize_distribution_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Bhai_Joga_Singh_Public_School_1060_Race_competition_11.jpg']","D-4, Faiz Road, Opposite Hanuman Mandir, Karol Bagh, Central Delhi, 110005","akkamalbjsps@gmail.com,info@bjsps.edu.in",https://www.bjsps.edu.in,"011-23611058,9773809169",Bhai Joga Singh Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,18:1
Private,State board,1975,Co-Education,0.2 Acre,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']",['Computer Lab'],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2170/Shri_Guru_Ram_Rai_Saraswati_Shishu_Mandir_1851_Activity_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Shri_Guru_Ram_Rai_Saraswati_Shishu_Mandir_1851_Classroom_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Shri_Guru_Ram_Rai_Saraswati_Shishu_Mandir_1851_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Shri_Guru_Ram_Rai_Saraswati_Shishu_Mandir_1851_Sports_4.jpg']","Aram Bagh Road, Pahar Ganj, Central Delhi, 110055",shrigururamraishishumandir@gmail.com,http://gururamraisaraswatisishumandir.in/,"8766528238,9873244337,9873244405,9891925906,9868266103",Shri Guru Ram Rai Saraswati Shishu Mandir,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,17:1
Private,CBSE,1986,Co-Education,0.44 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Building3_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Building2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Class_Room_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Entrance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Event_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Examination_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Vidya_Niketan_Senior_Secondary_School_1111_Laboratory_8.jpg']","D-Block, Saket, South Delhi, 110017",vidyaniketan@hotmail.com,http://vidyaniketansaket.in/,"011-26851356,011-26569425,011-64530184",Vidya Niketan Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,29:1
Private,CBSE,1974,Co-Education,7 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Building_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Audi_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Activity_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Campus_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Classroom_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Event_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Manava_Bharati_India_International_School_1098_Sports_10.jpg']","Adjacent to Sadhna Enclave, Panchsheel Park, South Delhi, 110017",contact@mbiis.in,http://mbiis.in,"011-26014515,011-26016397",Manava Bharati India International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,CBSE,1997,Co-Education,3.1 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Class_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Environmental_Event_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Jindal_International_School_1461_Play_Ground_5.jpg']","277, Bawana Road, Shiv Vihar, Sector 28, Rohini, North West Delhi, 110042",jindalinternational.school@gmail.com,http://www.jindalinternationalschool.in/,9773637059,Jindal International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,18:1
Private,CBSE,1993,Co-Education,0.63 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",[],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Activity_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Campus_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Event_3_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Event_2_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/KD_Model_School_1463_Event_1_7.jpg']","Bawana Road, Barwala, North West Delhi, 110039",kdmodelschool@gmail.com,http://www.kdmodelschool.com/,9315939254,KD Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,26:1
Private,CBSE,1956,Girls only,1.66 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_Art_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_Karate_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_Lab_2_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2174/Mater_Dei_School_1855_Lobby_7.jpg']","Tilak Lane, Government Officers Colony, India Gate, New Delhi, 110001",contact@matardeischool.in,https://www.materdeischool.in/Default.aspx,011-23387679,Mater Dei School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,26:1
