Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name
Private,State board,1996,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Art_and_Caft_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Classroom1_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Classroom_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Dance_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Event_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rukmini_Devi_Public_School_3398_Picnic_UA_8.jpg']","B-5, Sector 4, Rohini, North West Delhi, 110085",contact@rdpsrohini.edu.in,http://www.rdpsrohini.com/,"011-27047074,011-27044711",Rukmini Devi Public School
Private,CBSE,1988,Co-Education,NA,Urban,[],[],['Playground'],['CCTV'],['Transportation'],"['Drama', 'Music']",['Outdoor Sports'],['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Building_2_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Art_and_Craft_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Computer_Lab_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Gardening_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Lab_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Solanki_Public_School_3378_Yoga_UA_7.jpg']","D1-27, Rithala Road, Harsh Dev Park, Harshdev Colony, Phase 2, Budh Vihar, North West Delhi, 110086",https://solankipublicschool.com/,9818098622,,Solanki Public School
Private,CBSE,NA,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Skating', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],[],"2756-A, Ranjit Nagar, South Patel Nagar, Patel Nagar, West Delhi, 110008","sunhilllschool@gmail.com,sunhilllpublicschool@gmail.com",http://www.sunhillschool.in/,"011-25708476,9899891048",Sunhill Public School
Private,NA,NA,Co-Education,NA,NA,[],[],['Playground'],[],[],[],"['Outdoor Sports', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Mother_Mary_Public_School_3390_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mother_Mary_Public_School_3390_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mother_Mary_Public_School_3390_Yoga_UA_3.jpg']","Phase 5, Near Kali Mandir and Farm No. 8, Aya Nagar, South West Delhi, 110047",mothermarypublicschool@gmail.com,http://www.mmpsayanagar.in/,9773619981,Mother Mary Public School
Private,CBSE,1949,Boys only,1 Acre,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2170/Building_UA_210501_173742.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Event_UA_210501_173753.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Sport_UA_210501_173802.jpg']","Rajender Nagar, Central Delhi, 110060",sbs@salwanschools.com,http://www.salwanboysschool.in/,011-25782392,Salwan Boys Senior Secondary School
Private,CBSE,1950,Girls only,1.59 Acres,Urban,"['AC Classes', 'Smart Classes']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room']","['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2170/Chemistry_Lab_UA_210501_172933.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Classroom_UA_210501_172955.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Computer_Lab_UA_210501_173009.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Library_UA_210501_173017.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Music_UA_210501_173027.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Sports_UA_210501_173035.jpg']","Rajender Nagar, Central Delhi, 110060",salwan_girls@yahoo.co.in,http://www.salwangirls.com,011-25782530,Salwan Girls' Senior Secondary School
Private,CBSE,1986,Co-Education,NA,Urban,[],[],"['Auditorium/Media Room', 'Playground']",[],"['Medical Room', 'Transportation']",[],"['Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Rose-Merry_Public_School_4360_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rose-Merry_Public_School_4360_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rose-Merry_Public_School_4360_Building_UA_3.jpg']","MD Block, Near Muni Mayaram Hospital, Pitampura, North West Delhi, 110034",info@rosemerrypublicschool.com,http://www.rosemerrypublicschool.com/,011-27315608,Rose-Merry Public School
Private,CBSE,2006,Co-Education,0.9 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Dance_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Karate_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Playground_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Sports_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Adriel_High_School_3381_Yoga_UA_7.jpg']","Pocket 2, Sector 24, Rohini, North West Delhi, 110085",principaladrielhigh@gmail.com,https://www.pratapinternational.com/,"011-27933377,7291985683",Adriel High School
Private,NA,1988,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Debate', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Computer_Lab_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Karate_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Library_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Music_class_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Play_Area_1_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Arya_Public_School_4356_Play_Area_UA_6.jpg']","Maharishi Dayanand Marg, Shivalik Colony, Malviya Nagar, South Delhi, 110017",arya.public@yahoo.com,http://www.aryapublicschool.net/,011-41617157,Arya Public School
Private,CBSE,1990,Co-Education,0.2 Acre,NA,['Wifi'],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Building1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Classroom_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Dance_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Lab1_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Lab_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Library1_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Library_UA_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2170/Tagore_Modern_Public_School_3400_Playground_UA_9.jpg']","Motia Khan, Pahar Ganj, Central Delhi, 110055",tmpschool1990@gmail.com,http://www.tmps.in/,"011-23526500,011-24521358",Tagore Modern Public School
Private,CBSE,2000,Co-Education,NA,Urban,[],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Debate', 'Music', 'Picnics and excursion']","['Skating', 'Indoor Sports', 'Outdoor Sports', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2184/Swarn_Public_School_4355_Classroom_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2184/Swarn_Public_School_4355_Sports_Day_UA_2.jpg']","171-A, Khirki Road, Malviya Nagar, South Delhi, 110017",swarnsp@gmail.com,https://swarnpublicschool.org/,"011-29541652,011-29542675",Swarn Public School
Private,State board,NA,Co-Education,NA,Urban,,,,,,,,,,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Good_Luck_Modern_Public_School_3533_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Good_Luck_Modern_Public_School_3533_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Good_Luck_Modern_Public_School_3533_Activity_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Good_Luck_Modern_Public_School_3533_Art_and_Craft_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Good_Luck_Modern_Public_School_3533_Classroom_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Good_Luck_Modern_Public_School_3533_Playarea_UA_6.jpg']","Nanesh Enclave, Shani Bazar Road Jain Colony, Pehladpur, Sector 35, Rohini, North West Delhi, 110039",https://good-luck-modern-public-school.business.site/,8527832737,,Good Luck Modern Public School
Private,CBSE,1991,Co-Education,2.5 Acres,NA,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",[],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Gardening']","['Indoor Sports', 'Outdoor Sports', 'Yoga']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Building1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Activity_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Art_and_Craft_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Classroom_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Lab_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Library_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Mata_Gujri_Public_School_3404_Playground_UA_8.jpg']","Gurudwara Singh Sabha, Opposite C Block, Greater Kailash 1, South East Delhi, 110048",mgps_04@yahoo.co.in,http://matagujrischool.com/,"011-29236796,011-21800176",Mata Gujri Public School
Private,CBSE,1978,Co-Education,NA,NA,['Smart Classes'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],[],"['Outdoor Sports', 'Taekwondo']",['Computer Lab'],[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Building1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Art_and_Craft1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Art_and_Craft_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Classroom_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Drama_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Event_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Fun_Activity_UA_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Gardening_UA_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Hall_UA_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Karate_UA_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Lab_UA_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Library_UA_13.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Medical_Room_UA_14.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Playground_UA_15.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Smart_Class_UA_16.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Hemnani_Public_School_3406_Trip_UA_17.jpg']","Baba Nebhraj School Marg, Lajpat Nagar, South East Delhi, 110024",hemnanips24@gmail.com,http://www.hemnanipublicschool.com/,"011-40564274,011-29813055",Hemnani Public School
Private,CBSE,1987,Co-Education,3.6 Acres,NA,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Classroom_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Event1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Event_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Lab_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Library_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Playground_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Balvantray_Mehta_Vidya_Bhawan_3405_Trip_UA_8.jpg']","Greater Kailash 2, South East Delhi, 110048",scbasma11@hotmail.com,https://www.bmvbasma.edu.in/,"011-29221798,011-29228815,011-29229922",Balvantray Mehta Vidya Bhawan
Private,CBSE,NA,Co-Education,NA,NA,['Smart Classes'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2176/United_English_Medium_School_3522_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/United_English_Medium_School_3522_Building_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/United_English_Medium_School_3522_Class_Room_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/United_English_Medium_School_3522_Garden_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/United_English_Medium_School_3522_Play_Ground_UA_5.jpg']","17-A, Raj Niwas Marg, Ludlow Castle, Civil Lines, North Delhi, 110054",unitedenglishmediumschool@gmail.com,http://uemsdelhi.school/site/www,"011-23928447,9971853396",United English Medium School
Private,CBSE,1993,Co-Education,NA,Urban,[],[],[],[],['Alumni Association'],"['Art and Craft', 'Dance']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Sona_Public_School_3528_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sona_Public_School_3528_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sona_Public_School_3528_Gardening1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sona_Public_School_3528_Gardening_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Sona_Public_School_3528_Yoga_UA_5.jpg']","Street No. 9, Samaypur, North West Delhi, 110042",Sps_1993@yahoo.co.in,http://www.sonapublicschool.com/,011-27834893,Sona Public School
Private,CBSE,1973,Co-Education,2 Acres,Urban,['Smart Classes'],[],['Library/Reading Room'],[],['Transportation'],"['Art and Craft', 'Music']",[],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Dev_Samaj_Modern_School_3402_Building_2_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Dev_Samaj_Modern_School_3402_Building1_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Dev_Samaj_Modern_School_3402_Building_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Dev_Samaj_Modern_School_3402_Activity_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Dev_Samaj_Modern_School_3402_Event_UA_5.jpg']","Near Vimhans Hospital Opposite Sri Niwaspuri, Nehru Nagar, South East Delhi, 110065",devsamaj@gmail.com,http://devsamajschools.com/,"011-29843452,011-29838844",Dev Samaj Modern School
Private,CBSE,2000,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Art_2_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Art_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Classroom_3_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Classroom_2_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Classroom_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Computer_Lab_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Picnic_UA_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Smart_Class_UA_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Shakuntala_Devi_Public_School_3527_Sports_UA_10.jpg']","Block A, Swaroop Nagar, Bhalswa, North West Delhi, 110042",info@sdpsdelhi.com,https://sdpsdelhi.com/index.php,"011-27812369,011-27812368",Shakuntala Devi Public School
Private,CBSE,NA,Co-Education,24 Acres,NA,['Smart Classes'],[],"['Cafeteria/Canteen', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Building_1_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Art_and_Craft_1_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Art_and_Craft_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Classroom_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Dance_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Gardening_UA_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Lab_1_UA_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Lab_2_UA_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Lab_UA_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Library_UA_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Music_UA_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Playground_UA_13.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/DAV_Public_School_3403_Yoga_UA_14.jpg']","Near 'C' Block Market East, Kailash Hills, East Of Kailash, South East Delhi, 110065",davkhills@hotmail.com,http://davkailashhills.com,011-26842283,DAV Public School
Private,CBSE,NA,Co-Education,1.1 Acres,NA,['Wifi'],[],"['Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Activity_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Chemistry_Lab_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Class_Room_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Computer_Lab_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Lab_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/National_Public_School_3391_Sport_UA_7.jpg']","Kalindi Colony, Govindpuri, South East Delhi, 110065",npschool@rediffmail.com,http://npsk.co.in/,"011-41629589,011-41629590",National Public School
Private,CBSE,1994,Co-Education,0.9 Acre,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Activity_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Art_And_Craft_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Dance_UA_3.png', 'https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Drama_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Event_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Gardening_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/Sant_Nirankari_Public_School_3385_Sports_UA_7.jpg']","M-57, Baba Fatehsingh Marg, DDA Flats Kalkaji, Jawaharlal Nehru Camp, Patel Nagar, South East Delhi, 110019",snpsgp@snps.edu.in,https://gp.snps.edu.in/,"011-26422130,011-26284380,9560848789",Sant Nirankari Public School
Private,CBSE,1995,Co-Education,NA,Urban,[],[],[],[],[],"['Dance', 'Music']",['Yoga'],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Building_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Art_and_craft_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Classroom_UA_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Event_2_UA_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Event_UA_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Sports_1_UA_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/DAV_Public_School_3531_Sports_UA_7.jpg']","39 H. No, 1171, Ishwar Colony, Bawana, North West Delhi, 110039",bawanadav@gmail.com,http://davpsbawana.com/,011-27751423,DAV Public School
Private,CBSE,1988,Co-Education,NA,Urban,,,,,,,,,,[],"['https://images.uniapply.com/uploads/college/image/500/2180/Activity_UA_210503_160040.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Building_UA_210503_160047.jpg']","MDR 138, Ishwar Colony, Bawana, North West Delhi, 110039",mdvidyabhawanbawana@gmail.com,http://www.mdvidyabhawan.in/,"9015611602,9818460189",Maharishi Dayanand Vidya Bhawan
Private,CBSE,2005,Co-Education,2 Acres,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],"['Medical Room', 'Transportation']","['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2176/Delhi_Police_Public_School_4354_Activity_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Delhi_Police_Public_School_4354_Classroom_UA_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Delhi_Police_Public_School_4354_Republic_Day_UA_3.png', 'https://images.uniapply.com/uploads/college/image/500/2176/Delhi_Police_Public_School_4354_Smart_Class_UA_4.jpg']","P.T.S. Campus, Wazirabad, North Delhi, 110094",dpps.waz@gmail.com,https://www.dppswzb.edu.in/,"011-22966367,9315240224",Delhi Police Public School
